elev_bin, 6,1,Elev
LARGE_FIRE, 2,2,Z
:no-frequency
:data
300202911	2015	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
300217197	2015	15.00	C	52	52	82	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	low	1
400059375	2016	0.83	B	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Spring	midlow	0
400629639	2020	55209.00	G	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	31	North_Central_California_Footh	B	Summer	midlow	1
400732911	2019	253.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400307067	2018	90288.00	G	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	31	North_Central_California_Footh	B	Summer	low	1
300248688	2015	193.25	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	1
400373793	2018	19.60	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	1
300341066	2015	0.10	A	21	21	22	21	21	22	21	21	21	21	21	21	21	21	21	21	21	22	21	21	22	31	North_Central_California_Footh	B	Winter	mid	0
400313604	2018	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	low	0
400026559	2017	350.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	82	82	82	5	Columbia_Plateau	B	Summer	mid	1
400554732	2019	0.10	A	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Spring	mid	0
300217352	2015	0.10	A	23	82	82	23	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400524783	2019	11.50	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400551290	2019	0.30	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	mid	0
400503250	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400237947	2017	500.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400501193	2019	0.25	A	42	42	42	42	42	42	42	42	42	42	42	52	42	52	52	42	52	52	42	42	42	5	Columbia_Plateau	B	Fall	mid	0
400631306	2020	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	52	42	42	5	Columbia_Plateau	B	Summer	mid	0
400512752	2019	20.00	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	1
400631387	2020	0.85	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	low	0
400312315	2018	5877.00	G	52	52	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	low	1
400096247	2016	51.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400313552	2018	269.40	D	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Fall	mid	1
400586026	2020	19.58	C	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Spring	midlow	1
400149786	2017	0.17	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400630445	2020	8.00	B	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Summer	low	0
400512645	2019	50.00	C	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	71	52	71	71	52	5	Columbia_Plateau	B	Summer	midlow	1
400580620	2020	30.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	1
400029891	2017	0.30	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	low	0
400619864	2020	154.00	D	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Spring	low	1
400619629	2020	21.00	C	21	71	71	21	71	71	81	81	81	21	81	81	21	81	81	21	81	81	21	81	81	31	North_Central_California_Footh	B	Summer	low	1
400106988	2017	80.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400313616	2018	0.50	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400593383	2020	1.00	B	24	24	23	24	24	23	24	24	23	24	24	23	24	24	23	24	24	23	24	24	23	31	North_Central_California_Footh	B	Fall	midlow	0
400600295	2020	0.13	A	71	71	71	71	71	71	71	71	52	71	71	52	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	mid	0
400501243	2019	0.73	B	71	71	71	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	52	42	5	Columbia_Plateau	B	Spring	midlow	0
400574425	2020	0.20	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Spring	low	0
400387811	2018	0.25	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	42	31	North_Central_California_Footh	B	Summer	midlow	0
400343365	2018	12.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Spring	midlow	1
400548564	2019	0.01	A	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	31	North_Central_California_Footh	B	Spring	low	0
400506456	2019	20.00	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	31	North_Central_California_Footh	B	Summer	midlow	1
300232345	2015	0.01	A	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	5	Columbia_Plateau	B	Summer	mid	0
400146631	2017	0.25	A	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	Columbia_Plateau	B	Summer	low	0
300307590	2015	80.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400005536	2016	1383.00	F	52	42	42	52	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	mid	1
400029662	2016	41.40	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400029668	2016	1689.40	F	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Summer	mid	1
400511479	2019	781.00	E	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	mid	1
400148892	2017	0.04	A	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	31	North_Central_California_Footh	B	Summer	mid	0
400031022	2016	3.00	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
400015986	2017	36807.00	G	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	31	North_Central_California_Footh	B	Fall	low	1
400029830	2016	10.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400535237	2019	30.00	C	21	21	21	21	21	21	21	21	21	21	21	71	21	21	71	21	21	71	21	71	71	31	North_Central_California_Footh	B	Fall	midlow	1
300217244	2015	1980.20	F	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400147914	2017	25.00	C	82	82	82	82	82	82	71	71	71	71	71	71	82	82	82	82	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400313503	2018	19.70	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	1
300306675	2015	10.00	C	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400619984	2020	58.00	C	21	71	71	21	71	71	21	71	71	21	71	52	21	71	52	21	71	52	21	71	52	31	North_Central_California_Footh	B	Spring	low	1
400382477	2018	14.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
300273418	2015	1.20	B	52	52	42	52	52	42	52	52	42	52	52	42	22	42	71	22	42	42	22	42	42	5	Columbia_Plateau	B	Fall	low	0
400029973	2017	290.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400157026	2017	97.50	C	21	71	71	21	71	71	21	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	1
400316683	2018	420.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midhigh	1
400383396	2018	155.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400029729	2016	1.00	B	82	82	82	52	82	82	52	52	82	52	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	midlow	0
400629617	2020	16.70	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	1
400029831	2016	0.30	B	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	5	Columbia_Plateau	B	Summer	low	0
400158240	2017	100.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400127770	2017	12.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
300220098	2015	0.10	A	52	52	52	52	71	71	52	71	71	71	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400630044	2020	0.10	A	22	81	81	22	81	81	22	81	81	22	81	81	22	81	81	22	81	81	22	81	81	5	Columbia_Plateau	B	Spring	mid	0
400629625	2020	172.60	D	22	71	71	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Summer	low	1
400002252	2016	1.50	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	21	22	22	22	22	5	Columbia_Plateau	B	Summer	low	0
400346402	2018	0.20	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400035536	2016	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400612029	2020	10.00	C	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	31	North_Central_California_Footh	B	Summer	midlow	1
400534703	2019	0.10	A	42	81	81	42	81	81	42	81	81	42	81	81	42	81	81	42	81	81	42	81	81	5	Columbia_Plateau	B	Spring	mid	0
300274930	2015	2.70	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	mid	0
400313660	2018	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400029792	2016	0.10	A	71	71	71	71	52	52	52	52	52	71	52	52	82	82	82	82	82	82	71	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400016526	2017	0.10	A	31	31	11	31	31	11	31	31	11	31	31	11	31	31	11	31	31	11	31	31	11	31	North_Central_California_Footh	B	Spring	low	0
300269983	2015	55.00	C	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400313501	2018	32.20	C	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	midlow	1
400303144	2018	0.75	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	low	0
400313534	2018	1841.80	F	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	1
400631134	2020	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	0
400150080	2017	17.00	C	23	52	52	52	52	52	52	52	52	52	52	52	52	52	52	23	71	71	23	71	71	5	Columbia_Plateau	B	Fall	mid	1
400368368	2018	75.00	C	52	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Spring	midlow	1
400618556	2020	0.50	B	22	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	22	21	22	22	71	31	North_Central_California_Footh	B	Spring	low	0
400548014	2019	24.00	C	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	1
300306833	2015	11.00	C	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	low	1
400030020	2017	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Fall	midlow	0
400049842	2016	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400312200	2018	0.10	A	11	52	71	11	52	71	11	52	71	11	52	71	11	52	71	11	52	71	11	52	71	5	Columbia_Plateau	B	Spring	low	0
400151014	2017	1192.00	F	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400150268	2017	92.00	C	42	42	42	42	42	42	42	42	42	42	42	42	52	42	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midhigh	1
400090436	2016	464.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	midlow	1
300306997	2015	0.25	A	71	71	71	71	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	0
400303104	2018	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
300217298	2015	0.30	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400148344	2017	1802.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400631337	2020	0.10	A	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	5	Columbia_Plateau	B	Spring	mid	0
300217392	2015	0.30	B	22	82	81	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400222961	2017	1660.00	F	95	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	31	North_Central_California_Footh	B	Fall	unknown	1
400554535	2019	0.10	A	42	42	42	52	42	42	52	52	52	52	52	52	52	42	42	52	52	42	52	52	52	5	Columbia_Plateau	B	Summer	midhigh	0
400104364	2016	54.00	C	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	31	North_Central_California_Footh	B	Fall	low	1
400059463	2016	11.00	C	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	31	North_Central_California_Footh	B	Spring	mid	1
400009860	2017	2.78	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	0
400313522	2018	3436.60	F	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	Columbia_Plateau	B	Summer	low	1
300245179	2015	0.01	A	21	52	21	21	52	21	21	52	21	21	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Spring	mid	0
400045929	2016	85.50	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400029943	2017	0.50	B	22	22	22	82	22	22	22	22	22	81	81	22	81	81	22	81	81	22	81	81	22	5	Columbia_Plateau	B	Summer	midlow	0
400312213	2018	15.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
300232435	2015	0.32	B	43	22	90	43	22	90	43	22	90	43	22	90	42	22	90	42	22	90	42	22	90	5	Columbia_Plateau	B	Summer	low	0
300217331	2015	0.10	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400156734	2017	11.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
300232572	2015	93.20	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400592467	2020	23.00	C	82	82	82	82	82	82	82	82	82	82	82	71	82	82	71	82	82	71	71	71	71	5	Columbia_Plateau	B	Spring	mid	1
400593414	2020	20.00	C	23	23	23	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	31	North_Central_California_Footh	B	Summer	low	1
400102556	2016	0.50	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
400512748	2019	35.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400116536	2017	55.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	1
400303156	2018	15.00	C	42	42	42	42	42	42	52	52	52	52	52	52	52	52	52	52	52	52	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
400313705	2018	22.50	C	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Fall	midlow	1
300243816	2015	240.00	D	22	42	52	22	42	52	22	42	52	22	42	52	22	42	52	22	42	52	22	42	52	31	North_Central_California_Footh	B	Spring	midlow	1
400601005	2020	0.10	A	22	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	23	23	31	North_Central_California_Footh	B	Summer	low	0
400029853	2016	0.20	A	82	82	82	82	82	82	81	81	82	81	81	82	81	81	82	81	81	81	81	81	81	5	Columbia_Plateau	B	Summer	midlow	0
400049747	2016	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400313666	2018	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
300248217	2015	2.00	B	52	52	42	52	52	42	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midhigh	0
400105114	2016	5.00	B	23	22	21	23	71	71	23	71	71	23	71	71	23	71	71	23	22	71	23	71	71	31	North_Central_California_Footh	B	Summer	low	0
400584422	2020	2.00	B	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	23	23	22	31	North_Central_California_Footh	B	Summer	midlow	0
400102552	2016	1.30	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	0
400132476	2017	0.10	A	42	42	42	42	42	42	52	42	42	52	42	42	52	52	42	52	52	42	52	52	42	31	North_Central_California_Footh	B	Summer	mid	0
400313664	2018	3.00	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400133935	2017	0.01	A	22	82	71	22	82	71	22	82	71	22	82	71	22	82	71	22	82	71	22	82	71	31	North_Central_California_Footh	B	Fall	low	0
400358820	2018	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	31	North_Central_California_Footh	B	Summer	low	0
400012484	2017	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400303110	2018	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Spring	mid	0
400154305	2017	0.01	A	21	52	52	21	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	31	North_Central_California_Footh	B	Fall	low	0
400049481	2016	0.02	A	22	81	42	22	81	42	22	81	81	22	81	81	22	81	81	22	81	81	22	81	81	5	Columbia_Plateau	B	Summer	low	0
300306341	2015	6.00	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Summer	low	0
300217414	2015	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	low	0
400561207	2019	0.76	B	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	midhigh	0
400512704	2019	0.50	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400029785	2016	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	low	0
400012456	2017	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400512727	2019	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400370365	2018	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400313695	2018	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	21	82	82	21	82	82	82	82	82	5	Columbia_Plateau	B	Fall	midlow	0
400320496	2018	0.02	A	52	82	82	52	82	82	52	82	82	52	82	82	52	82	82	52	82	82	52	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400088979	2016	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	mid	0
400104080	2016	0.10	A	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Winter	midlow	0
400513472	2019	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	low	0
400513814	2020	0.50	B	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	low	0
400514659	2019	0.10	A	52	42	42	52	42	42	52	42	42	52	42	42	52	52	42	52	52	42	52	52	42	5	Columbia_Plateau	B	Spring	mid	0
400374470	2018	1.16	B	21	52	71	21	52	71	21	52	71	21	52	71	21	52	71	21	52	71	21	52	71	31	North_Central_California_Footh	B	Fall	midlow	0
400600006	2020	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400116525	2017	0.05	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Spring	midlow	0
400513737	2020	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	0
400029794	2016	0.30	B	22	22	22	22	22	82	22	22	82	22	22	82	22	22	82	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400524725	2019	0.33	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	0
400012469	2017	2.00	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	high	0
400029938	2017	2.00	B	21	82	82	21	82	82	21	82	82	21	82	82	21	82	82	21	82	82	21	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400315019	2018	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	mid	0
300307738	2015	6.00	B	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
300320958	2015	0.01	A	24	24	23	24	24	23	23	23	23	23	23	23	23	24	23	23	24	23	21	23	23	31	North_Central_California_Footh	B	Summer	low	0
400029847	2016	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
300306053	2015	9.00	B	23	23	23	23	23	23	23	23	23	22	23	22	22	23	22	22	23	22	22	23	22	31	North_Central_California_Footh	B	Summer	low	0
400313704	2018	2.00	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	0
400324237	2018	0.44	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	31	North_Central_California_Footh	B	Spring	low	0
400604768	2020	0.25	A	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	22	31	North_Central_California_Footh	B	Fall	low	0
400501925	2019	0.30	B	90	81	21	90	81	21	90	81	21	95	81	42	95	81	42	95	81	42	95	81	42	5	Columbia_Plateau	B	Summer	low	0
400081840	2016	0.01	A	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	22	22	22	22	22	22	31	North_Central_California_Footh	B	Spring	low	0
400370425	2018	5.10	B	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	0
300217358	2015	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
