name,level,h,information,aic,bic,daic,dbic,alpha,lr,df,pct_correct
IV:ApHZ,2,9.63258268219118,0.09415978682500947,45.274095046268314,25.025427770108525,-45.274095046268314,-25.025427770108525,0.0,55.274095046268314,725594117.0,66.9811320754717
IV:SxHZ,2,9.72014500750939,0.0064834441967604305,-6.19405987584789,-26.44272715200768,6.19405987584789,26.44272715200768,0.5799686831773639,3.8059401241521096,725594117.0,54.245283018867916
IV:EdHZ,2,9.69362161929886,0.03304136923995063,3.3960908941097045,-29.001776747745957,-3.3960908941097045,29.001776747745957,0.01289982019772451,19.396090894109705,725594120.0,56.36792452830189
IV:AgHZ,2,9.697968169858218,0.02868915891766454,0.8412371170672159,-31.556630524788446,-0.8412371170672159,31.556630524788446,0.03175949063684069,16.841237117067216,725594120.0,58.25471698113207
IV:AHZ,2,9.714237141321767,0.012399003179295232,-8.721482245015919,-41.11934988687158,8.721482245015919,41.11934988687158,0.5077539853275388,7.278517754984081,725594120.0,55.18867924528301
IV:BHZ,2,9.710578011062267,0.016062898092860198,-12.5706864273884,-57.11775443493993,12.5706864273884,57.11775443493993,0.5832843097540489,9.4293135726116,725594123.0,52.830188679245296
IV:CHZ,2,9.69351271605349,0.03315041429122829,3.4601030030139874,-28.937764638841674,-3.4601030030139874,28.937764638841674,0.012604130284097126,19.460103003013987,725594120.0,58.490566037735846
IV:DHZ,2,9.716480686701102,0.010152536417868835,-10.040213111730077,-42.43808075358574,10.040213111730077,42.43808075358574,0.6534094628151657,5.959786888269923,725594120.0,55.42452830188679
IV:EHZ,2,9.712718117648471,0.013920004815059776,-7.828617129071869,-40.22648477092753,7.828617129071869,40.22648477092753,0.41705369932980396,8.17138287092813,725594120.0,55.42452830188679
IV:FHZ,2,9.709318419233437,0.017324130070825037,-5.830312446349341,-38.228180088205,5.830312446349341,38.228180088205,0.2524863518992063,10.16968755365066,725594120.0,57.31132075471699
IV:GHZ,2,9.710749330217844,0.015891355857903258,-6.671385909823304,-39.06925355167897,6.671385909823304,39.06925355167897,0.3147765890166828,9.328614090176696,725594120.0,54.24528301886793
